Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;gprstext;edge;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;displayother;memoryslot;cam1modules;wlan;bluetooth;gps;radio;usb;sensors;featuresother;batdescription1;batstandby1;battalktime1;colors;net3g;net4g;speed;bodyother;displayprotection;os;chipset;cpu;gpu;internalmemory;cam1features;cam1video;cam2modules;cam2video;nfc;price;sar-us;sar-eu;build;memoryother;optionalother;cam2features;models;net5g;tbench;batlife;batmusicplayback1
https://www.gsmarena.com/nokia_6500_classic-1997.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-6500classic.gif;Nokia 6500 classic;Released 2007, October;94g, 9.5mm thickness;Feature phone;1GB storage, no card slot;60;0.1%;4,807,807 hits;"2.0""";240x320 pixels; ;;830 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;2007, May. Released 2007, October;Discontinued;109.8 x 45 x 9.5 mm, 47 cc (4.32 x 1.77 x 0.37 in);94 g (3.32 oz);Mini-SIM;TFT, 16M colors;2.0 inches, 12.4 cm(~25.1% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~200 ppi density);;No;2 MP;No;2.0, A2DP;No;No;microUSB;;Seamless case of anodized aluminumMP3/AAC/AAC+ playerPredictive text inputOrganizerVoice memo;Removable Li-Ion 830 mAh battery (BL-6P);Up to 216 h;Up to 3 h 30 min;Black, Bronze;UMTS 850 / 2100;;Yes, 384 kbps;;;;;;;1GB;LED flash;QCIF;No;;;About 150 EUR;0.92 W/kg (head)     0.94 W/kg (body);1.28 W/kg (head);;;;;;;;;
https://www.gsmarena.com/nokia_6080-1597.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-6080.gif;Nokia 6080;Released 2006, June;91g, 18.6mm thickness;Feature phone;4.3MB storage, no card slot;26;N/A;1,410,902 hits;"1.78""";128x160 pixels; ;;820 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 10;Class 6;2006, June;Discontinued;105.4 x 44.3 x 18.6 mm (4.15 x 1.74 x 0.73 in);91 g (3.21 oz);Mini-SIM;TFT, 65K colors;1.78 inches, 10.0 cm(~21.4% screen-to-body ratio);128 x 160 pixels (~115 ppi density);Downloadable wallpapers, screensavers;No;VGA;No;No;No;Stereo FM radio;Pop-Port;;Push to talkVideo playerVoice memoVoice commandPredictive text inputOrganizer;Removable Li-Ion 820 mAh battery (BL-5B);Up to 300 h;Up to 3 h 30 min;Black, Gold;;;;;;;;;;4.3MB;;SQCIF;No;;;About 70 EUR;1.06 W/kg (head)     0.46 W/kg (body);0.73 W/kg (head);;;;;;;;;
https://www.gsmarena.com/nokia_1110i-1595.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-1110i.gif;Nokia 1110i;Released 2006, June;80g, 17mm thickness;Feature phone;4MB storage, no card slot;42;0.1%;1,014,473 hits;;96x68 pixels; ;;900 mAh Li-Ion;GSM 900 / 1800;No;No;2006, June;Discontinued;104 x 44 x 17 mm (4.09 x 1.73 x 0.67 in);80 g (2.82 oz);Mini-SIM;Monochrome graphic;;96 x 68 pixels;4-way scroll keyAnimated screensavers;No;No;No;No;No;No;;;Predictive text inputChangeable Xpress-on coversPicture messagingSpeaking alarm and clockRemindersDemo mode for phoneStopwatch;Removable Li-Ion 900 mAh battery (BL-5C);Up to 380 h;Up to 5 h 20 min;Xpress-on covers;;;;;;;;;;4MB;;;;;;About 40 EUR;1.21 W/kg (head)     1.19 W/kg (body);0.85 W/kg (head);;;;;;;;;
https://www.gsmarena.com/nokia_n70-1153.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-n70.gif;Nokia N70;Released 2005, Q2;126g, 21.8mm thickness;Symbian OS 8.1a , Series 60 UI;22MB storage, RS-DV-MMC slot;159;0.4%;10,788,749 hits;"2.1""";176x208 pixels; ;TI OMAP 1710;970 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005, Q2;Discontinued;108.8 x 53 x 21.8 mm, 95.9 cc (4.28 x 2.09 x 0.86 in);126 g (4.44 oz);Mini-SIM;TFT, 256K colors;2.1 inches, 35 x 41 mm, 14.0 cm(~24.3% screen-to-body ratio);176 x 208 pixels (~130 ppi density);Five-way scroll keyDownloadable themes;RS-DV-MMC, 64 MB included;2 MP;No;2.0;No;FM radio;Pop-Port;;Predictive text inputSyncMLOrganizerStopwatchPhoto editorXpress-on coversProfiles;Removable Li-Ion 970 mAh battery (BL-5C);Up to 265 h;Up to 3 h 30 min;Silver, Ivory/Pearl, Black (Music Edition);UMTS 2100;;Yes, 384 kbps;;;Symbian OS 8.1a , Series 60 UI;TI OMAP 1710;220 MHz;;22MB;LED flash;Yes;VGA videocall camera;;;About 110 EUR;0.51 W/kg (head)     0.65 W/kg (body);0.93 W/kg (head);;;;;;;;;
https://www.gsmarena.com/nokia_2652-1290.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-2652.gif;Nokia 2652;Released 2005, Sep;96g, 23mm thickness;Feature phone;1MB storage, no card slot;28;N/A;454,611 hits;;128x128 pixels; ;;760 mAh Li-Ion;GSM 900 / 1800;Class 4;No;2005, Sep;Discontinued;85 x 46 x 23 mm, 77 cc (3.35 x 1.81 x 0.91 in);96 g (3.39 oz);Mini-SIM;4096 colors;;128 x 128 pixels, 1:1 ratio;4-way navi keyDownloadable themes;No;No;No;No;No;No;;;Predictive text inputOrganizer;Removable Li-Ion 760 mAh battery (BL-4C);Up to 300 h;Up to 3 h;Cell and Fleur motifs;;;;;;;;;;1MB;;;;;;About 70 EUR;;0.54 W/kg (head);;;;;;;;;
https://www.gsmarena.com/nokia_6810-564.php;https://fdn2.gsmarena.com/vv/bigpic/no6810.gif;Nokia 6810;Released 2003, Q4;122g, 23mm thickness;Feature phone;3.5MB storage, no card slot;29;N/A;367,626 hits;"1.6""";128x128 pixels, 8 lines; ;;1000 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 4;Yes, 118.4 kbps;2003, Q4;Discontinued;119 x 55 x 23 mm, 105 cc (4.69 x 2.17 x 0.91 in);122 g (4.30 oz);Mini-SIM;CSTN, 4096 colors;1.6 inches, 8.3 cm(~12.6% screen-to-body ratio);128 x 128 pixels, 8 lines, 1:1 ratio (~113 ppi density);Five-way scroll;No;No;No;1.1;No;Stereo FM radio;;;Predictive text inputVoice dial/memo;Removable Li-Ion 1000 mAh battery (BLC-2);Up to 360 h;Up to 6 h;;;;;;;;;;;3.5MB;;;;;;;0.75 W/kg (head)     0.86 W/kg (body);0.82 W/kg (head);;;;;;;;;
https://www.gsmarena.com/nokia_3660-550.php;https://fdn2.gsmarena.com/vv/bigpic/no3660.gif;Nokia 3660;Released 2003, Q4;130g, 26mm thickness;Symbian 6.1, Series 60 v1.0 UI;3.4MB storage, MMC slot;36;N/A;733,436 hits;"2.1""";176x208 pixels; ;;850 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 4;No;2003, Q4;Discontinued;130 x 57 x 26 mm, 139 cc (5.12 x 2.24 x 1.02 in);130 g (4.59 oz);Mini-SIM;TFT, 65K colors;2.1 inches, 35 x 41 mm, 14.0 cm(~18.9% screen-to-body ratio);176 x 208 pixels (~130 ppi density);5-way scroll keyWallpapers;MMC;VGA;No;1.1;No;No;;;Predictive text inputCalculatorVoice dialVoice record;Removable Li-Ion 850 mAh battery (BL-5C);Up to 150 - 240 h;Up to 2 h - 4 h;Red, Blue;;;;;;Symbian 6.1, Series 60 v1.0 UI;;104 MHz ARM 920T;;3.4MB;;Yes;No;;;;0.77 W/kg (head)     1.13 W/kg (body);0.75 W/kg (head);;Editable message templatesCalendar notes;;;;;;;
https://www.gsmarena.com/nokia_3350-294.php;https://fdn2.gsmarena.com/vv/bigpic/no3350.gif;Nokia 3350;Released 2001;108g, 23mm thickness;Feature phone;No card slot;34;N/A;353,005 hits;;96x65 pixels, 5 lines; ;;1000 mAh Li-Ion;GSM 900 / 1800;No;No;2001;Discontinued;113 x 49 x 23 mm, 98 cc (4.45 x 1.93 x 0.91 in);108 g (3.81 oz);Mini-SIM;Monochrome graphic;;96 x 65 pixels, 5 lines, 3:2 ratio;Dynamic font sizeSoftkeyScreensaversWelcome message;No;No;No;No;No;No;;;Downloadable game packs via WAPPredictive text inputSmart messagingCalculatorVoice DialMobile Chat mode for SMSProfilesCurrency converterPhoto editor;Removable Li-Ion 1000 mAh battery (BLC-2);Up to 260 h;Up to 4 h 45 min;User exchangeable front and back covers;;;;;;;;;;;;;;;;;;0.52 W/kg (head);;Message templates8 voice dial numbers;6 Ringing tone levels10 Volume levels;;;;;;
https://www.gsmarena.com/nokia_3330-239.php;https://fdn2.gsmarena.com/vv/bigpic/no3330.gif;Nokia 3330;Released 2001;133g, 22mm thickness;Feature phone;No card slot;93;N/A;531,366 hits;;5 lines; ;;900 mAh NiMH;GSM 900 / 1800;No;No;2001;Discontinued;113 x 48 x 22 mm, 97 cc (4.45 x 1.89 x 0.87 in);133 g (2.86 oz);Mini-SIM;Monochrome graphic;;5 lines;Dynamic font sizeSoftkeyScreensaversWelcome message;No;No;No;No;No;No;;;Downloadable game packs via WAPPredictive text inputSmart messagingCalculatorVoice DialMobile Chat mode for SMSProfilesCurrency converter;Removable NiMH 900 mAh battery (BMC-3);55 h to 260 h;2 h 30 min to 4 h 30;User exchangeable front and back covers;;;;;;;;;;;;;;;;;;0.96 W/kg (head);;Message templates8 voice dial numbers;6 Ringing tone levels10 Volume levels;;;;;;
https://www.gsmarena.com/o2_xda_serra-2780.php;https://fdn2.gsmarena.com/vv/bigpic/o2-xda_serra.jpg;O2 XDA Serra;Released 2008, September;165g, 18.1mm thickness;Microsoft Windows Mobile 6.1 Professional;288MB RAM storage, microSD slot;9;0.1%;694,404 hits;"2.8""";480x640 pixels;288 MB RAM;MSM7201A;1340 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;2008, July. Released 2008, September;Discontinued;102 x 51 x 18.1 mm (4.02 x 2.01 x 0.71 in);165 g (5.82 oz);Mini-SIM;TFT resistive touchscreen, 65K colors;2.8 inches, 24.3 cm(~46.7% screen-to-body ratio);480 x 640 pixels, 4:3 ratio (~286 ppi density);Handwriting recognition;microSD (dedicated slot);3.15 MP, AF;Wi-Fi 802.11 b/g;2.0, A2DP;Yes, with A-GPS;Stereo FM radio, RDS;miniUSB;Accelerometer;MP3/WAV/WMA playerMP4/WMV/3gp playerPocket OfficeVoice memoPredictive text input;Removable Li-Ion 1340 mAh battery;Up to 406 h;Up to 8 h;Black;HSDPA 2100;;HSPA 7.2/0.384 Mbps;;;Microsoft Windows Mobile 6.1 Professional;Qualcomm MSM7201A;528 MHz ARM 11;Adreno 130;288MB RAM, 512MB ROM;LED flash;Yes;VGA videocall camera;;;;;;;;;;;;;;
https://www.gsmarena.com/o2_xda_guide-2617.php;https://fdn2.gsmarena.com/vv/bigpic/o2-xda-guide.jpg;O2 XDA Guide;Released 2009, February;102g, 14.5mm thickness;Microsoft Windows Mobile 6.1 Professional;256MB RAM storage, microSD slot;7;N/A;294,087 hits;"2.8""";240x320 pixels;256 MB RAM;Snapdragon S1;1110 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;2008, December. Released 2009, February;Discontinued;102 x 53.5 x 14.5 mm (4.02 x 2.11 x 0.57 in);102 g (3.60 oz);Mini-SIM;TFT resistive touchscreen, 65K colors;2.8 inches, 24.3 cm(~44.5% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);TouchFLO finger swipe navigationHandwriting recognition5-way navigation;microSD (dedicated slot), 1 GB included;3.15 MP;Wi-Fi 802.11 b/g;2.0, A2DP;"Yes, with A-GPS; TomTom NAVIGATOR 7";No;miniUSB;;HTC FootprintsPocket OfficeVoice memoMP3/AAC player3GP/MP4/WMV/AVI playerPredictive text input;Removable Li-Ion 1110 mAh battery;Up to 400 h;Up to 6 h 30 min;Grey;HSDPA 2100;;HSPA;;;Microsoft Windows Mobile 6.1 Professional;Qualcomm MSM7225 Snapdragon S1;528 MHz ARM 11;No;256MB RAM, 512MB ROM;;CIF;No;;;;;;;;;;;;;;
https://www.gsmarena.com/o2_xda_orion-1373.php;https://fdn2.gsmarena.com/vv/bigpic/o2-xda-orion.gif;O2 XDA Orion;Released 2005, October;106g, 17.5mm thickness;Microsoft Windows Mobile 5.0 Smartphone;64MB RAM storage, MiniSD slot;9;N/A;243,050 hits;"2.2""";240x320 pixels;64 MB RAM;TI OMAP 850;1150 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;Class 10;Class 10;2005, October;Discontinued;107.5 x 46 x 17.5 mm (4.23 x 1.81 x 0.69 in);106 g (3.74 oz);Mini-SIM;TFT, 65K colors;2.2 inches, 34 x 45 mm, 15.0 cm(~30.3% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);5-way navigation button;MiniSD;1.3 MP;Wi-Fi 802.11b;1.2;No;No;miniUSB;;MP3/AAC playerPredictive text inputOrganizerVoice memo;Removable Li-Po 1150 mAh battery;Up to 150 h;Up to 4 h;;;;;;;Microsoft Windows Mobile 5.0 Smartphone;TI OMAP 850;200 MHz ARM926EJ-S;;64MB RAM, 64MB ROM;;Yes;No;;;;;;;;;;;;;;
https://www.gsmarena.com/o2_xda_exec-1279.php;https://fdn2.gsmarena.com/vv/bigpic/o2-xda-exec.gif;O2 XDA Exec;Released 2005, August;285g, 25mm thickness;Microsoft Windows Mobile 5.0 PocketPC;64MB RAM storage, SDIO/MMC slot;9;N/A;1,110,251 hits;"3.6""";640x480 pixels;64 MB RAM;;1620 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005, August;Discontinued;127 x 81 x 25 mm (5.0 x 3.19 x 0.98 in);285 g (10.05 oz);Mini-SIM;TFT resistive touchscreen, 65K colors;3.6 inches, 73 x 55 mm, 40.1 cm(~39.0% screen-to-body ratio);640 x 480 pixels, 4:3 ratio (~222 ppi density);Handwriting recognition;SDIO/MMC;1.3 MP;Wi-Fi 802.11b;1.2;No;No;miniUSB;;Pocket OfficeVoice memoMP3/AAC player;Removable Li-Ion 1620 mAh battery;Up to 250 h;Up to 8 h;Stylish black;UMTS 2100;;Yes, 384 kbps;;;Microsoft Windows Mobile 5.0 PocketPC;;Intel Bulverde 520 MHz;;64MB RAM, 128MB ROM;;Yes;VGA videocall camera;;;About 300 EUR;;;;;Dual speakers;;;;;;
https://www.gsmarena.com/oppo_reno4_f-10478.php;https://fdn2.gsmarena.com/vv/bigpic/oppo-reno-4f.jpg;Oppo Reno4 F;Released 2020, October 16;164g, 7.5mm thickness;Android 10, ColorOS 7.2;128GB storage, microSDXC;9;8.1%;217,088 hits;"6.43""";1080x2400 pixels;8 GB RAM;Helio P95;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2020, October 10;Available. Released 2020, October 16;160.1 x 73.8 x 7.5 mm (6.30 x 2.91 x 0.30 in);164 g (5.78 oz);Dual SIM (Nano-SIM, dual stand-by);Super AMOLED, 430 nits (typ), 800 nits (peak);6.43 inches, 99.8 cm(~84.5% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~409 ppi density);;microSDXC (dedicated slot);"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.2, 119˚, 16mm (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (depth)2 MP, f/2.4, (depth)";Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;5.1, A2DP, LE, aptX HD;Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS;FM radio;USB Type-C 2.0, USB On-The-Go;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;;Li-Po 4000 mAh, non-removable;;;Matte Black, Metallic White;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 38, 40, 41;HSPA 42.2/5.76 Mbps, LTE-A;;;Android 10, ColorOS 7.2;Mediatek MT6779V Helio P95 (12 nm);Octa-core (2x2.2 GHz Cortex-A75 & 6x2.0 GHz Cortex-A55);PowerVR GM9446;128GB 8GB RAM;LED flash, HDR, panorama;4K@30fps, 1080p@30/120fps, gyro-EIS;"16 MP, f/2.4, (wide), 1/3.09"", 1.0µm2 MP, f/2.4, (depth)";1080p@30fps;No;About 250 EUR;;;Glass front, plastic back;UFS 2.1;;HDR;;;;;
https://www.gsmarena.com/oppo_a15-10497.php;https://fdn2.gsmarena.com/vv/bigpic/oppo-a15.jpg;Oppo A15;Released 2020, October 27;175g, 7.9mm thickness;Android 10, ColorOS 7.2;32GB storage, microSDXC;7;6.7%;89,855 hits;"6.52""";720x1600 pixels;3 GB RAM;Helio P35;4230 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2020, October 15;Available. Released 2020, October 27;164 x 75.4 x 7.9 mm (6.46 x 2.97 x 0.31 in);175 g (6.17 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 480 nits (typ);6.52 inches, 102.6 cm(~83.0% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);;microSDXC;"13 MP, f/2.2, (wide), 1/3.1"", 1.12µm, PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)";Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;5.0, A2DP, LE, aptX;Yes, with A-GPS, GLONASS, BDS;FM radio;microUSB 2.0, USB On-The-Go;Fingerprint (rear-mounted), accelerometer, proximity;;Li-Po 4230 mAh, non-removable;;;Dynamic Black, Mystery Blue;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;HSPA 42.2/5.76 Mbps, LTE-A;;;Android 10, ColorOS 7.2;Mediatek MT6765 Helio P35 (12nm);Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53);PowerVR GE8320;32GB 3GB RAM;LED flash, HDR, panorama;1080p@30fps;5 MP, f/2.4, (wide);;No;;;;Glass front, plastic back, plastic frame;eMMC 5.1;;HDR;CPH2185;;;;
https://www.gsmarena.com/oppo_a91-10000.php;https://fdn2.gsmarena.com/vv/bigpic/oppo-a91.jpg;Oppo A91;Released 2019, December;172g, 7.9mm thickness;Android 9.0, ColorOS 6.1;128GB storage, microSDXC;40;1.9%;662,643 hits;"6.4""";1080x2400 pixels;4/8 GB RAM;Helio P70;4025 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2019, December 20;Available. Released 2019, December;160.2 x 73.3 x 7.9 mm (6.31 x 2.89 x 0.31 in);172 g (6.07 oz);Dual SIM (Nano-SIM, dual stand-by);AMOLED, 430 nits (typ);6.4 inches, 100.4 cm(~85.5% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~408 ppi density);;microSDXC (dedicated slot);"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.3, 119˚ (ultrawide), 1/4.0"", 1.12µm2 MP B/W, f/2.4, 1/5.0"", 1.75µm2 MP, f/2.4, (depth)";Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;4.2, A2DP, LE;Yes, with A-GPS, GLONASS, BDS;FM radio;USB Type-C 2.0, USB On-The-Go;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;;Li-Po 4025 mAh, non-removable;;;Lightening Black, Unicorn White, Blazing Blue, Red;HSDPA 850 / 1700(AWS) / 1900 / 2100 - International;1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - International;HSPA 42.2/11.5 Mbps, LTE-A;;Corning Gorilla Glass 5;Android 9.0 (Pie), ColorOS 6.1;Mediatek MT6771V Helio P70 (12nm);Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53);Mali-G72 MP3;128GB 4GB RAM, 128GB 8GB RAM;LED flash, HDR, panorama;1080p@30fps, gyro-EIS;"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm";1080p@30fps;No;;;;Glass front (Gorilla Glass 5), plastic back, plastic frame;UFS 2.1;;HDR;PCPM00, CPH2001, CPH2021;;;;
https://www.gsmarena.com/oppo_a8-10002.php;https://fdn2.gsmarena.com/vv/bigpic/oppo-a8-.jpg;Oppo A8;Released 2019, December;180g, 8.3mm thickness;Android 9.0, ColorOS 6.1;128GB storage, microSDXC;11;0.4%;257,286 hits;"6.5""";720x1600 pixels;4 GB RAM;MT6765V;4230 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2019, December;Available. Released 2019, December;163.9 x 75.5 x 8.3 mm (6.45 x 2.97 x 0.33 in);180 g (6.35 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 480 nits (typ);6.5 inches, 102.8 cm(~83.0% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);;microSDXC (dedicated slot);12 MP, f/1.8, (wide), PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth);Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;5.0, A2DP, LE;Yes, with A-GPS, BDS;FM radio;microUSB 2.0, USB On-The-Go;Fingerprint (rear-mounted), accelerometer, proximity, compass;;Li-Po 4230 mAh, non-removable;;;Green, Black;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 34, 38, 39, 40, 41;HSPA 42.2/5.76 Mbps, LTE-A;;;Android 9.0 (Pie), ColorOS 6.1;Mediatek MT6765V/CB Helio P35 (12nm);Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53);PowerVR GE8320;128GB 4GB RAM;LED flash, HDR, panorama;1080p@30fps;8 MP, f/2.0;1080p@30fps;No;About 150 EUR;;;Glass front, plastic back, plastic frame;eMMC 5.1;;HDR;PDBM00;;;;
https://www.gsmarena.com/oppo_a1-9134.php;https://fdn2.gsmarena.com/vv/bigpic/oppo-a1.jpg;Oppo A1;Released 2018, April;143g, 7.7mm thickness;Android 7.1.1, ColorOS 3.2;32GB/64GB storage, microSDXC;14;0.3%;540,512 hits;"5.7""";720x1440 pixels;3/4 GB RAM;Helio P23;3180 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2018, March;Available. Released 2018, April;150.5 x 73.1 x 7.7 mm (5.93 x 2.88 x 0.30 in);143 g (5.04 oz);Dual SIM (Nano-SIM, dual stand-by);S-IPS LCD;5.7 inches, 83.8 cm(~76.2% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~282 ppi density);;microSDXC (dedicated slot);"13 MP, f/2.2, 1/3.1"", 1.12µm, PDAF";Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot;4.2, A2DP, LE;Yes, with A-GPS;FM radio;microUSB 2.0, USB On-The-Go;Accelerometer, proximity, compass;;Li-Ion 3180 mAh, non-removable;;;Deep sea blue, Cherry red, Pearl white;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 34, 38, 39, 40, 41;HSPA 42.2/5.76 Mbps, LTE;;Corning Gorilla Glass 3;Android 7.1.1 (Nougat), ColorOS 3.2;Mediatek MT6763T Helio P23 (16 nm);Octa-core 2.5 GHz Cortex-A53;Mali-G71 MP1;32GB 3GB RAM, 64GB 4GB RAM;LED flash, panorama;1080p@30fps;8 MP, f/2.2;;No;About 150 EUR;;;;eMMC 5.1;;;;;;;
https://www.gsmarena.com/oppo_a71_(2018)-9051.php;https://fdn2.gsmarena.com/vv/bigpic/oppo-a71-2018.jpg;Oppo A71 (2018);Released 2018, February;137g, 7.6mm thickness;Android 7.1, , ColorOS 3.2;16GB storage, microSDXC;13;0.5%;1,809,956 hits;"5.2""";720x1280 pixels;2/3 GB RAM;Snapdragon 450;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2018, February;Available. Released 2018, February;148.1 x 73.8 x 7.6 mm (5.83 x 2.91 x 0.30 in);137 g (4.83 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.2 inches, 74.5 cm(~68.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~282 ppi density);;microSDXC (dedicated slot);"13 MP, f/2.2, 1/3.1"", 1.12µm, PDAF";Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.2, A2DP, LE;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer, proximity, compass;;Li-Ion 3000 mAh, non-removable;;;Gold, Black, Rose Gold;UMTS 900 / 2100 / 850;1, 3, 5, 7, 8, 38, 40, 41;HSPA 42.2/5.76 Mbps, LTE;;;Android 7.1 (Nougat), , ColorOS 3.2;Qualcomm SDM450 Snapdragon 450 (14 nm);Octa-core 1.8 GHz Cortex-A53;Adreno 506;16GB 2GB RAM, 16GB 3GB RAM;LED flash, HDR, panorama;1080p@30fps;"5 MP, f/2.4, 1/4"", 1.4µm";;No;About 130 EUR;;;Glass front, aluminum back, aluminum frame;eMMC 5.1;;;CPH1801;;;;
https://www.gsmarena.com/oppo_r1x-6945.php;https://fdn2.gsmarena.com/vv/bigpic/oppo-r1c-new.jpg;Oppo R1x;Released 2015, January;130g, 6.8mm thickness;Android 4.4, ColorOS 2;16GB storage, microSDXC;50;0.2%;1,486,663 hits;"5.0""";720x1280 pixels;2 GB RAM;Snapdragon 615;2420 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2015, January. Released 2015, January;Discontinued;140.6 x 70.1 x 6.8 mm (5.54 x 2.76 x 0.27 in);130 g (4.59 oz);Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~69.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);;microSDXC (uses shared SIM slot);13 MP, AF;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, EDR;Yes, with A-GPS, GLONASS;FM radio;microUSB 2.0, USB On-The-Go;Accelerometer, proximity, compass;;Li-Po 2420 mAh, non-removable;Up to 250 h;Up to 8 h;Dark blue, White;HSDPA 850 / 900 / 1700 / 1900 / 2100;1, 3, 7;HSPA, LTE;;;Android 4.4 (KitKat), ColorOS 2;Qualcomm MSM8939 Snapdragon 615 (28 nm);Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Adreno 405;16GB 2GB RAM;LED flash, HDR, panorama;1080p@30fps;5 MP;;No;About 340 EUR;;;;eMMC 4.5;;;R8206;;Basemark OS II 2.0: 753Basemark X: 4018;;
